library_book_id,library_id,book_id,quantity,available_quantity
1360,2,459,3,1
1361,2,16,4,3
1362,2,809,5,3
1363,2,431,3,0
1364,2,667,3,1
1365,2,607,2,0
1366,2,352,2,0
1367,2,984,5,5
1368,2,387,3,2
1369,2,269,4,0
1370,2,93,3,3
1371,2,365,2,0
1372,2,775,3,3
1373,2,282,1,1
1374,2,56,1,1
1375,2,766,5,4
1376,2,289,1,1
1377,2,524,1,0
1378,2,811,4,0
1379,2,286,2,2
1380,2,442,1,1
1381,2,813,1,0
1382,2,321,5,1
1383,2,489,4,2
1384,2,145,1,0
1385,2,295,4,4
1386,2,720,1,0
1387,2,519,4,4
1388,2,236,4,4
1389,2,806,5,5
1390,2,946,2,1
1391,2,973,4,1
1392,2,241,3,3
1393,2,456,1,1
1394,2,933,2,1
1395,2,787,3,0
1396,2,931,4,3
1397,2,579,2,2
1398,2,422,4,0
1399,2,246,4,4
1400,2,31,3,3
1401,2,765,2,2
1402,2,92,1,1
1403,2,692,4,2
1404,2,497,5,1
1405,2,628,3,2
1406,2,501,1,1
1407,2,682,5,4
1408,2,4,3,2
1409,2,629,2,1
1410,2,743,1,0
1411,2,977,1,1
1412,2,799,4,0
1413,2,608,2,2
1414,2,74,5,2
1415,2,713,1,0
1416,2,721,3,1
1417,2,718,1,1
1418,2,53,3,0
1419,2,553,5,0
1420,2,945,2,0
1421,2,764,2,1
1422,2,793,2,1
1423,2,848,2,0
1424,2,910,5,1
1425,2,46,4,2
1426,2,9,5,0
1427,2,697,1,1
1428,2,905,3,0
1429,2,317,4,3
1430,2,677,4,0
1431,2,19,3,1
1432,2,177,2,0
1433,2,157,5,2
1434,2,57,5,2
1435,2,768,3,1
1436,2,392,5,4
1437,2,752,1,0
1438,2,808,3,3
1439,2,698,3,0
1440,2,666,3,3
1441,2,956,3,2
1442,2,966,1,0
1443,2,273,3,3
1444,2,735,5,5
1445,2,665,3,0
1446,2,156,4,1
1447,2,328,3,0
1448,2,733,1,1
1449,2,840,1,1
1450,2,494,2,2
1451,2,539,1,0
1452,2,171,1,0
1453,2,940,1,1
1454,2,229,2,0
1455,2,528,5,4
1456,2,851,4,2
1457,2,496,2,0
1458,2,1,3,3
1459,2,693,3,3
1460,2,70,5,2
1461,2,950,4,1
1462,2,133,5,4
1463,2,114,4,1
1464,2,136,5,0
1465,2,374,2,0
1466,2,33,3,0
1467,2,700,3,3
1468,2,845,1,0
1469,2,166,4,4
1470,2,611,1,0
1471,2,684,1,0
1472,2,488,3,3
1473,2,594,3,3
1474,2,898,4,0
1475,2,461,5,2
1476,2,232,5,1
1477,2,919,3,3
1478,2,65,3,2
1479,2,499,1,0
1480,2,477,1,1
1481,2,414,3,1
1482,2,228,3,3
1483,2,803,1,0
1484,2,121,5,0
1485,2,128,5,4
1486,2,293,4,0
1487,2,518,5,4
1488,2,651,4,2
1489,2,729,5,1
1490,2,116,3,2
1491,2,857,1,1
1492,2,794,4,4
1493,2,522,5,1
1494,2,577,1,0
1495,2,758,3,1
1496,2,669,5,5
1497,2,574,3,3
1498,2,288,3,1
1499,2,274,1,0
1500,2,844,1,0
1501,2,235,3,1
1502,2,347,3,1
1503,2,832,1,0
1504,2,47,2,1
1505,2,455,2,1
1506,2,254,1,1
1507,2,458,3,3
1508,2,790,1,1
1509,2,634,4,1
1510,2,205,1,1
1511,2,903,5,4
1512,2,346,1,0
1513,2,54,5,0
1514,2,383,2,2
1515,2,658,3,1
1516,2,828,4,2
1517,2,77,2,1
1518,2,410,5,4
1519,2,560,2,1
1520,2,702,2,2
1521,2,639,3,0
1522,2,363,1,0
1523,2,587,2,2
1524,2,544,4,1
1525,2,1000,1,0
1526,2,762,2,0
1527,2,853,4,0
1528,2,446,4,1
1529,2,203,1,1
1530,2,356,4,3
1531,2,719,4,1
1532,2,604,1,0
1533,2,606,3,0
1534,2,386,2,1
1535,2,364,3,0
1536,2,706,4,3
1537,2,382,4,3
1538,2,602,4,3
1539,2,5,1,1
1540,2,637,4,3
1541,2,225,4,2
1542,2,340,5,2
1543,2,625,1,1
1544,2,592,4,2
1545,2,855,5,4
1546,2,334,4,4
1547,2,694,5,4
1548,2,740,4,4
1549,2,457,3,2
1550,3,659,3,3
1551,3,373,3,1
1552,3,472,5,1
1553,3,280,3,3
1554,3,435,2,0
1555,3,314,1,0
1556,3,442,2,0
1557,3,428,1,1
1558,3,966,3,1
1559,3,143,2,1
1560,3,559,2,0
1561,3,804,2,1
1562,3,911,3,0
1563,3,796,1,0
1564,3,943,5,3
1565,3,708,2,1
1566,3,621,3,0
1567,3,244,3,1
1568,3,634,3,2
1569,3,110,1,1
1570,3,910,2,0
1571,3,529,2,0
1572,3,763,3,3
1573,3,188,1,0
1574,3,351,2,0
1575,3,643,1,0
1576,3,342,1,0
1577,3,898,2,1
1578,3,153,4,1
1579,3,936,3,3
1580,3,696,5,5
1581,3,294,3,2
1582,3,178,2,1
1583,3,782,5,1
1584,3,829,5,0
1585,3,886,2,1
1586,3,374,4,1
1587,3,814,5,5
1588,3,261,3,2
1589,3,126,4,0
1590,3,413,5,3
1591,3,366,4,2
1592,3,921,1,1
1593,3,580,5,2
1594,3,78,5,0
1595,3,774,3,1
1596,3,210,1,1
1597,3,441,3,1
1598,3,891,5,4
1599,3,114,3,0
1600,3,97,2,0
1601,3,487,4,4
1602,3,526,5,2
1603,3,288,4,3
1604,3,1,4,1
1605,3,242,3,0
1606,3,850,3,0
1607,3,931,2,1
1608,3,885,4,2
1609,3,207,2,2
1610,3,610,5,0
1611,3,197,2,2
1612,3,417,4,4
1613,3,484,1,1
1614,3,985,5,0
1615,3,113,1,0
1616,3,79,5,1
1617,3,167,2,0
1618,3,15,5,0
1619,3,387,1,0
1620,3,828,4,3
1621,3,848,3,2
1622,3,771,3,1
1623,3,894,1,0
1624,3,858,5,3
1625,3,557,2,2
1626,3,919,4,3
1627,3,929,2,1
1628,3,289,4,4
1629,3,222,4,1
1630,3,963,2,1
1631,3,664,5,2
1632,3,443,4,4
1633,3,263,5,1
1634,3,932,5,2
1635,3,642,2,0
1636,3,367,5,2
1637,3,645,4,3
1638,3,483,5,4
1639,3,316,2,0
1640,3,698,5,1
1641,3,999,5,4
1642,3,785,5,3
1643,3,857,2,1
1644,3,52,5,0
1645,3,379,3,1
1646,3,402,2,2
1647,3,821,2,0
1648,3,346,5,0
1649,3,296,3,0
1650,3,497,2,1
1651,3,384,4,4
1652,3,609,4,0
1653,3,252,3,2
1654,3,519,5,3
1655,3,11,2,2
1656,3,25,2,2
1657,3,992,4,4
1658,3,486,5,2
1659,3,361,4,3
1660,3,305,3,0
1661,3,83,3,2
1662,3,375,3,0
1663,3,245,4,2
1664,3,392,5,2
1665,3,322,2,1
1666,3,961,2,0
1667,3,676,5,2
1668,3,944,1,0
1669,3,430,3,2
1670,3,776,3,3
1671,3,868,4,4
1672,3,474,1,1
1673,3,681,3,2
1674,3,424,2,2
1675,3,767,5,2
1676,3,637,5,1
1677,3,607,5,1
1678,3,899,2,0
1679,3,272,2,2
1680,3,522,3,2
1681,3,257,1,0
1682,3,119,3,0
1683,3,843,3,3
1684,3,647,2,0
1685,3,897,2,2
1686,3,716,2,2
1687,3,389,5,1
1688,3,341,2,1
1689,3,887,5,2
1690,3,459,3,2
1691,3,565,5,0
1692,3,521,3,0
1693,3,874,3,1
1694,3,530,3,3
1695,3,332,5,2
1696,3,884,2,1
1697,3,4,4,1
1698,3,629,2,0
1699,3,650,1,0
1700,3,115,1,1
1701,3,88,2,0
1702,3,243,4,4
1703,3,766,5,0
1704,3,852,3,3
1705,3,699,5,1
1706,3,86,5,1
1707,3,969,2,1
1708,3,240,3,2
1709,3,883,4,1
1710,3,394,1,1
1711,3,218,2,2
1712,3,18,5,1
1713,3,432,2,2
1714,3,685,5,2
1715,3,274,3,0
1716,3,656,2,1
1717,3,77,2,2
1718,3,189,1,0
1719,3,109,1,1
1720,3,646,1,0
1721,3,624,1,1
1722,3,800,3,2
1723,3,908,3,1
1724,3,206,3,1
1725,3,275,3,2
1726,3,381,5,4
1727,3,683,1,0
1728,3,307,2,0
1729,3,171,1,1
1730,3,122,5,3
1731,3,124,2,1
1732,3,267,4,1
1733,3,896,4,1
1734,3,658,2,1
1735,3,50,2,1
1736,3,455,3,3
1737,3,518,2,2
1738,3,734,2,1
1739,3,149,4,2
1740,3,738,1,0
1741,3,550,1,0
1742,3,520,5,2
1743,3,981,2,2
1744,3,768,5,4
1745,3,793,3,2
1746,3,120,4,0
1747,3,869,1,1
1748,3,320,5,1
1749,3,553,3,2
1750,3,363,4,1
1751,3,719,4,4
1752,3,755,2,0
1753,3,707,2,0
1754,3,217,5,4
1755,3,930,1,0
1756,3,717,4,2
1757,3,543,1,0
1758,3,13,1,1
1759,3,617,4,0
1760,3,370,4,0
1761,3,104,4,3
1762,3,176,3,3
1763,3,636,3,1
1764,3,742,3,1
1765,3,190,4,4
1766,3,571,4,1
1767,3,152,5,4
1768,3,157,1,1
1769,3,842,4,1
1770,3,576,1,1
1771,3,89,4,3
1772,3,915,4,4
1773,3,863,1,0
1774,3,37,3,1
1775,3,312,2,1
1776,3,939,4,1
1777,3,790,3,3
1778,3,228,5,2
1779,3,291,1,0
1780,3,506,4,3
1781,3,692,5,0
1782,3,105,2,0
1783,3,912,5,1
1784,3,390,1,0
1785,3,39,2,2
1786,3,1000,4,0
1787,3,34,2,2
1788,3,496,5,5
1789,3,355,2,2
1790,3,877,5,5
1791,3,727,4,3
1792,3,753,5,3
1793,3,10,3,0
1794,3,770,2,2
1795,3,735,1,1
1796,3,598,3,0
1797,3,865,3,0
1798,3,51,3,0
1799,3,690,3,2
1800,3,535,5,4
1801,3,2,5,5
1802,3,338,1,1
1803,3,728,1,0
1804,3,508,5,2
1805,3,724,5,4
1806,3,447,2,0
1807,3,845,1,1
1808,3,641,5,0
1809,3,825,3,2
1810,3,254,3,3
1811,3,604,2,0
1812,3,671,1,0
1813,3,840,1,0
1814,3,564,2,2
1815,3,348,2,0
1816,3,505,1,0
1817,3,161,4,4
1818,3,996,4,2
1819,3,667,4,3
1820,3,853,5,2
1821,3,429,5,4
1822,3,304,1,1
1823,3,62,5,3
1824,3,28,1,0
1825,3,913,2,2
1826,3,313,2,0
1827,3,935,1,0
1828,3,235,5,1
1829,3,180,1,1
1830,3,354,4,2
1831,3,46,3,3
1832,3,405,1,1
1833,3,731,2,0
1834,3,125,1,0
1835,3,704,1,0
1836,3,247,1,0
1837,3,830,5,1
1838,3,688,1,1
1839,3,211,2,2
1840,3,568,4,1
1841,3,139,2,1
1842,3,335,1,1
1843,3,116,1,1
1844,3,870,4,1
1845,3,666,5,2
1846,3,278,2,0
1847,3,792,2,1
1848,3,527,4,0
1849,3,61,1,1
1850,3,186,3,1
1851,3,726,4,0
1852,3,229,5,1
1853,3,945,1,1
1854,3,625,4,4
1855,3,340,1,1
1856,3,372,2,2
1857,3,570,1,1
1858,3,378,2,0
1859,3,538,5,1
1860,3,867,1,0
1861,3,121,1,0
1862,3,917,3,1
1863,3,193,5,2
1864,3,397,4,1
1865,3,16,2,2
1866,3,268,2,2
1867,3,204,2,1
1868,3,701,2,2
1869,3,817,2,1
1870,3,345,2,2
1871,3,9,3,3
1872,3,648,1,0
1873,3,485,1,1
1874,3,962,2,2
1875,3,284,1,0
1876,3,350,3,1
1877,3,982,4,4
1878,3,866,5,3
1879,3,437,1,0
1880,3,319,2,1
1881,3,196,5,0
1882,3,162,5,3
1883,3,997,1,1
1884,3,137,2,0
1885,3,902,2,0
1886,3,978,3,3
1887,3,718,3,0
1888,3,523,5,1
1889,3,356,4,4
1890,3,226,5,3
1891,3,649,1,0
1892,3,371,4,4
1893,3,925,2,1
1894,3,993,4,2
1895,3,133,4,4
1896,3,421,3,1
1897,3,266,4,4
1898,3,810,1,0
1899,3,991,4,1
1900,3,221,1,0
1901,3,398,2,1
1902,3,56,3,2
1903,3,290,4,4
1904,3,364,1,0
1905,3,199,2,0
1906,3,536,2,0
1907,3,482,2,0
1908,3,308,1,0
1909,3,249,3,3
1910,3,299,3,1
1911,3,941,3,0
1912,3,503,2,0
1913,3,951,1,1
1914,3,223,1,1
1915,3,321,2,0
1916,3,406,5,2
1917,3,414,4,4
1918,3,516,3,1
1919,3,970,2,1
1920,3,246,3,2
1921,3,433,2,1
1922,3,630,1,0
1923,3,660,5,5
1924,3,5,4,2
1925,3,938,5,5
1926,3,192,3,1
1927,3,499,5,5
1928,3,426,5,5
1929,3,412,1,0
1930,3,19,4,4
1931,3,401,3,1
1932,3,838,5,1
1933,3,489,2,2
1934,3,952,3,0
1935,3,36,2,2
1936,3,542,5,3
1937,3,463,4,0
1938,3,377,1,0
1939,3,754,2,2
1940,3,85,4,1
1941,3,200,5,3
1942,3,170,4,1
1943,3,185,3,1
1944,3,635,5,3
1945,3,23,1,1
1946,3,376,3,3
1947,3,960,3,0
1948,3,730,5,3
1949,3,560,3,0
1950,3,103,1,1
1951,3,388,5,2
1952,3,310,4,2
1953,3,396,1,1
1954,3,537,5,3
1955,3,940,4,1
1956,3,677,4,4
1957,3,583,2,2
1958,3,326,4,4
1959,3,599,3,0
1960,3,41,3,0
1961,3,148,1,1
1962,3,130,2,0
1963,3,552,2,0
1964,3,633,3,2
1965,3,977,3,0
1966,3,781,4,4
1967,3,631,4,3
1968,3,759,1,1
1969,3,258,2,2
1970,3,431,1,1
1971,3,799,3,3
1972,3,420,3,3
1973,3,987,4,1
1974,3,500,1,1
1975,3,382,1,1
1976,3,156,3,3
1977,3,801,2,1
1978,3,682,1,1
1979,3,330,1,1
1980,3,901,5,3
1981,3,783,1,0
1982,3,57,2,2
1983,3,38,5,0
1984,3,736,5,0
1985,3,517,3,3
1986,3,732,2,0
1987,3,45,5,2
1988,3,673,3,3
1989,3,172,2,1
1990,3,615,1,0
1991,3,606,2,1
1992,3,68,5,0
1993,3,751,4,3
1994,3,533,1,0
1995,3,573,2,0
1996,3,752,2,1
1997,3,600,5,1
1998,3,44,1,0
1999,3,875,4,4
2000,3,269,5,0
2001,3,833,4,1
2002,3,478,2,1
2003,3,528,5,2
2004,3,449,4,4
2005,3,32,1,0
2006,3,339,1,0
2007,3,216,5,4
2008,3,764,5,3
2009,3,191,4,3
2010,3,365,5,1
2011,3,655,5,2
2012,3,926,1,0
2013,3,154,2,0
2014,3,427,5,3
2015,3,705,2,2
2016,3,107,1,1
2017,3,26,4,3
2018,3,80,1,1
2019,3,151,1,1
2020,3,567,5,0
2021,3,714,2,1
2022,3,215,5,2
2023,3,96,4,0
2024,3,64,2,2
2025,3,334,1,0
2026,3,574,4,2
2027,3,205,1,0
2028,3,670,4,3
2029,3,965,5,1
2030,3,918,2,1
2031,3,8,1,0
2032,3,916,4,2
2033,3,92,2,1
2034,3,400,1,1
2035,3,260,4,0
2036,3,807,1,0
2037,3,976,3,0
2038,3,27,4,0
2039,3,448,1,0
2040,3,33,1,0
2041,3,202,4,4
2042,3,786,5,2
2043,3,723,2,2
2044,3,511,1,0
2045,3,98,3,3
2046,3,467,5,3
2047,3,971,4,1
2048,3,232,1,0
2049,3,608,3,1
2050,3,847,5,1
2051,3,591,5,1
2052,3,577,2,2
2053,3,471,5,3
2054,3,302,4,0
2055,3,562,3,2
2056,3,129,4,2
2057,3,803,2,1
2058,3,743,2,1
2059,3,328,1,1
2060,3,450,4,3
2061,3,102,1,0
2062,3,713,2,2
2063,3,270,5,1
2064,3,593,5,1
2065,3,694,5,5
2066,3,815,1,1
2067,3,256,2,1
2068,3,175,3,0
2069,3,331,2,2
2070,3,173,5,4
2071,3,469,5,3
2072,3,425,5,3
2073,3,66,4,4
2074,3,146,5,0
2075,3,725,4,3
2076,3,353,1,1
2077,3,271,4,0
2078,3,942,1,0
2079,3,436,5,5
2080,3,440,2,0
2081,3,611,1,1
2082,3,819,1,1
2083,3,75,1,1
2084,3,306,3,2
2085,3,686,2,0
2086,3,303,2,2
2087,3,832,5,0
2088,3,826,1,1
2089,3,327,3,3
2090,3,386,2,1
2091,3,787,1,1
2092,3,904,1,0
2093,3,989,5,4
2094,3,791,3,2
2095,3,515,3,3
2096,3,352,1,1
2097,3,177,3,2
2098,3,954,4,3
2099,3,665,3,3
2100,3,623,2,2
2101,3,93,4,2
2102,3,933,3,2
2103,3,805,2,1
2104,3,547,3,2
2105,3,589,5,5
2106,3,481,1,0
2107,3,654,2,1
2108,3,703,5,5
2109,3,127,4,3
2110,3,142,3,2
2111,3,777,4,1
2112,3,693,5,4
2113,3,184,4,2
2114,3,81,3,1
2115,3,626,3,0
2116,3,488,5,2
2117,3,834,3,0
2118,3,855,3,0
2119,3,720,2,0
2120,3,208,1,0
2121,3,292,4,4
2122,3,198,1,0
2123,3,150,5,5
2124,3,640,2,2
2125,3,239,1,1
2126,3,359,2,0
2127,3,975,1,1
2128,3,539,4,3
2129,3,174,5,1
2130,3,871,3,0
2131,3,502,3,0
2132,3,30,2,1
2133,3,276,1,1
2134,3,990,4,1
2135,3,584,4,0
2136,3,806,3,1
2137,3,551,3,3
2138,3,998,5,5
2139,3,220,4,4
2140,3,733,3,3
2141,3,82,5,1
2142,3,357,5,0
2143,3,241,2,1
2144,3,73,5,4
2145,3,680,1,0
2146,3,194,3,1
2147,3,514,4,2
2148,3,581,2,1
2149,3,22,4,2
2150,3,756,4,1
2151,3,95,3,3
2152,3,809,4,1
2153,3,986,2,0
2154,3,461,4,4
2155,3,818,4,3
2156,3,769,4,3
2157,3,219,1,1
2158,3,55,5,0
2159,3,468,2,1
2160,3,490,1,0
2161,3,43,5,2
2162,3,784,1,1
2163,3,117,2,2
2164,3,227,3,3
2165,3,585,3,0
2166,3,619,2,2
2167,3,383,1,0
2168,3,851,2,1
2169,3,393,3,3
2170,3,141,3,0
2171,3,872,5,1
2172,3,697,3,1
2173,3,860,5,2
2174,3,318,5,1
2175,3,466,2,0
2176,3,231,5,1
2177,3,134,5,5
2178,3,476,1,0
2179,3,627,5,4
2180,3,822,5,3
2181,3,914,5,3
2182,3,100,4,3
2183,3,283,1,1
2184,3,94,1,0
2185,3,749,5,0
2186,3,234,4,4
2187,3,556,3,0
2188,3,325,3,2
2189,3,12,1,0
2190,3,329,4,4
2191,3,729,3,1
2192,3,410,2,0
2193,3,546,5,0
2194,3,493,4,0
2195,3,862,5,1
2196,3,747,2,2
2197,3,501,3,0
2198,3,706,3,1
2199,3,415,2,0
2200,3,831,2,2
2201,3,337,4,3
2202,3,994,3,3
2203,3,984,3,2
2204,3,524,4,2
2205,3,259,2,0
2206,3,298,4,3
2207,3,579,3,2
2208,3,548,2,1
2209,3,58,3,3
2210,3,250,4,2
2211,3,674,1,0
2212,3,213,5,0
2213,3,561,2,0
2214,3,118,3,1
2215,3,90,4,4
2216,3,881,1,1
2217,3,262,5,4
2218,3,470,4,1
2219,3,909,4,0
2220,3,248,1,0
2221,3,265,4,2
2222,3,979,2,2
2223,3,84,5,2
2224,3,590,4,2
2225,3,741,4,0
2226,3,54,5,2
2227,3,846,4,0
2228,3,761,4,4
2229,3,101,1,1
2230,3,980,5,1
2231,3,14,1,1
2232,3,691,4,1
2233,3,555,5,4
2234,3,21,1,0
2235,3,545,5,4
2236,3,603,1,1
2237,3,948,2,2
2238,3,35,5,5
2239,3,525,5,3
2240,3,549,3,0
2241,3,444,2,2
2242,3,950,1,1
2243,3,106,3,2
2244,3,534,1,1
2245,3,760,2,1
2246,3,651,5,5
2247,3,181,3,2
2248,3,638,1,0
2249,3,578,2,2
2250,3,144,1,1
2251,3,924,1,0
2252,3,491,2,0
2253,3,238,3,0
2254,3,679,5,1
2255,3,955,4,0
2256,3,592,1,1
2257,3,662,4,4
2258,3,87,1,0
2259,3,813,4,0
2260,3,460,2,0
2261,3,616,4,4
2262,3,513,2,0
2263,3,212,1,1
2264,3,675,2,1
2265,3,854,2,0
2266,3,63,4,0
2267,4,249,2,1
2268,4,333,1,0
2269,4,550,4,2
2270,4,369,5,2
2271,4,969,3,0
2272,4,318,4,4
2273,4,335,4,4
2274,4,639,4,2
2275,4,814,5,0
2276,4,518,5,5
2277,4,905,4,1
2278,4,166,2,1
2279,4,415,5,2
2280,4,300,4,2
2281,4,366,5,3
2282,4,364,1,1
2283,4,922,1,1
2284,4,736,3,1
2285,4,66,2,0
2286,4,674,2,2
2287,4,572,5,3
2288,4,411,1,1
2289,4,23,5,2
2290,4,380,3,1
2291,4,181,4,0
2292,4,485,2,2
2293,4,159,1,1
2294,4,630,3,0
2295,4,197,4,0
2296,4,306,5,5
2297,4,313,4,3
2298,4,349,4,4
2299,4,135,4,3
2300,4,774,5,2
2301,4,2,1,1
2302,4,964,2,1
2303,4,575,3,2
2304,4,169,5,0
2305,4,452,1,1
2306,4,902,4,2
2307,4,188,3,3
2308,4,640,1,0
2309,4,768,3,2
2310,4,504,3,3
2311,4,113,5,2
2312,4,446,4,1
2313,4,918,5,5
2314,4,895,4,3
2315,4,358,4,1
2316,4,499,2,1
2317,4,60,5,5
2318,4,904,4,0
2319,4,175,2,2
2320,4,665,2,0
2321,4,15,4,1
2322,4,375,1,0
2323,4,116,3,3
2324,4,712,4,0
2325,4,288,2,2
2326,4,758,3,3
2327,4,395,3,1
2328,4,61,3,1
2329,4,727,5,3
2330,4,10,3,0
2331,4,682,3,2
2332,4,816,1,0
2333,4,753,3,0
2334,4,96,5,4
2335,4,377,2,0
2336,4,770,4,3
2337,4,78,1,0
2338,4,939,4,1
2339,4,649,5,5
2340,4,109,1,1
2341,4,437,5,4
2342,4,864,4,2
2343,4,787,2,1
2344,4,856,5,3
2345,4,789,4,3
2346,4,297,5,5
2347,4,1,2,1
2348,4,508,5,1
2349,4,445,2,1
2350,4,941,2,0
2351,4,583,4,0
2352,4,232,2,0
2353,4,348,2,0
2354,4,134,3,0
2355,4,37,1,1
2356,4,30,5,5
2357,4,325,5,4
2358,4,809,3,2
2359,4,32,5,4
2360,4,294,1,0
2361,4,64,3,0
2362,4,911,1,1
2363,4,874,5,5
2364,4,331,5,0
2365,4,46,2,1
2366,4,355,1,0
2367,4,684,1,1
2368,4,704,2,0
2369,4,368,3,0
2370,4,404,2,2
2371,4,912,1,0
2372,4,98,3,1
2373,4,819,1,1
2374,4,523,4,3
2375,4,275,4,3
2376,4,947,2,0
2377,4,645,2,0
2378,4,830,5,5
2379,4,278,2,0
2380,4,801,1,1
2381,4,898,1,1
2382,4,688,2,0
2383,4,824,1,0
2384,4,925,1,0
2385,4,457,5,2
2386,4,618,3,3
2387,4,353,3,0
2388,4,578,2,1
2389,4,595,1,0
2390,4,808,4,1
2391,4,65,4,3
2392,4,139,2,0
2393,4,541,4,4
2394,4,107,5,3
2395,4,400,3,3
2396,4,884,4,2
2397,4,51,5,0
2398,4,777,2,0
2399,4,183,1,1
2400,4,705,3,3
2401,4,521,1,0
2402,4,493,3,1
2403,4,506,4,4
2404,4,291,2,2
2405,4,636,3,2
2406,4,444,3,1
2407,4,171,1,1
2408,4,899,5,1
2409,4,255,5,0
2410,4,718,5,0
2411,4,42,1,0
2412,4,749,3,3
2413,4,731,2,2
2414,4,784,3,2
2415,4,237,1,0
2416,4,886,1,0
2417,4,799,5,0
2418,4,225,3,1
2419,4,751,5,1
2420,4,451,2,0
2421,4,201,3,1
2422,4,196,4,0
2423,4,283,3,2
2424,4,390,2,0
2425,4,466,3,3
2426,4,982,5,0
2427,4,137,2,0
2428,4,161,4,1
2429,4,775,1,0
2430,4,859,3,1
2431,4,668,4,0
2432,4,594,2,0
2433,4,532,5,0
2434,4,957,4,2
2435,4,837,1,1
2436,4,910,2,2
2437,4,382,5,1
2438,4,973,5,2
2439,4,190,2,2
2440,4,427,1,1
2441,4,849,2,1
2442,4,215,2,1
2443,4,379,1,1
2444,4,185,5,1
2445,4,501,1,0
2446,4,186,5,2
2447,4,148,1,0
2448,4,655,4,2
2449,4,637,1,0
2450,4,538,3,2
2451,4,296,1,1
2452,4,131,5,2
2453,4,653,1,1
2454,4,289,4,2
2455,4,24,1,0
2456,4,850,1,0
2457,4,498,5,4
2458,4,260,4,4
2459,4,763,5,0
2460,4,132,1,0
2461,4,564,4,2
2462,4,713,2,2
2463,4,959,5,4
2464,4,752,5,3
2465,4,513,2,0
2466,4,43,2,1
2467,4,487,5,3
2468,4,257,3,0
2469,4,700,5,0
2470,4,290,2,1
2471,4,697,5,1
2472,4,588,4,4
2473,4,97,3,3
2474,4,235,1,0
2475,4,896,2,1
2476,4,975,5,1
2477,4,543,5,1
2478,4,226,2,0
2479,4,924,3,0
2480,4,394,1,1
2481,4,143,3,2
2482,4,91,1,0
2483,4,938,3,3
2484,4,54,5,3
2485,4,35,3,2
2486,4,994,2,0
2487,4,952,5,4
2488,4,748,1,0
2489,4,227,5,3
2490,4,421,5,5
2491,4,883,5,5
2492,4,500,2,2
2493,4,241,5,1
2494,4,937,2,1
2495,4,746,1,0
2496,4,586,3,3
2497,4,365,4,4
2498,4,151,1,0
2499,4,585,4,4
2500,4,576,1,0
2501,4,676,3,2
2502,4,213,4,1
2503,4,834,3,2
2504,4,516,5,3
2505,4,625,3,3
2506,4,363,5,4
2507,4,70,2,2
2508,4,505,1,1
2509,4,205,2,1
2510,4,441,4,2
2511,4,533,3,2
2512,4,995,3,3
2513,4,805,3,0
2514,4,596,1,0
2515,4,470,1,1
2516,4,378,1,1
2517,4,909,2,0
2518,4,944,3,3
2519,4,589,2,0
2520,4,597,5,1
2521,4,901,4,2
2522,4,121,1,1
2523,4,678,3,0
2524,4,386,1,0
2525,4,75,5,3
2526,4,695,1,0
2527,4,721,2,1
2528,4,730,4,4
2529,4,343,2,0
2530,4,720,1,1
2531,4,118,2,1
2532,4,199,3,3
2533,4,534,5,1
2534,4,208,2,0
2535,4,149,3,0
2536,4,878,5,4
2537,4,852,3,1
2538,4,52,3,0
2539,4,890,1,0
2540,4,458,3,2
2541,4,89,4,3
2542,4,180,1,1
2543,4,974,3,3
2544,4,685,3,2
2545,4,796,2,0
2546,4,711,5,5
2547,4,204,2,0
2548,4,620,5,4
2549,4,430,1,1
2550,4,423,1,1
2551,4,817,5,3
2552,4,887,5,0
2553,4,724,4,2
2554,4,82,1,1
2555,4,943,4,0
2556,4,907,3,2
2557,4,739,5,3
2558,4,932,2,0
2559,4,762,5,4
2560,4,551,1,1
2561,4,760,4,4
2562,4,702,5,0
2563,4,906,5,0
2564,4,81,2,2
2565,4,754,4,1
2566,4,616,1,0
2567,4,848,3,1
2568,4,92,5,5
2569,4,549,5,1
2570,4,162,5,1
2571,4,716,4,0
2572,4,722,4,1
2573,4,723,5,4
2574,4,299,5,2
2575,4,592,5,5
2576,4,19,3,3
2577,4,242,3,1
2578,4,158,5,2
2579,4,510,4,3
2580,4,656,2,0
2581,4,531,3,2
2582,4,638,5,4
2583,4,111,5,0
2584,4,764,4,2
2585,4,782,1,0
2586,4,686,1,0
2587,4,972,4,0
2588,4,841,1,0
2589,4,304,2,1
2590,4,622,4,1
2591,4,490,4,1
2592,4,954,3,3
2593,4,634,4,4
2594,4,988,5,0
2595,4,821,5,2
2596,4,1000,2,1
2597,4,27,4,0
2598,4,605,5,1
2599,4,356,4,2
2600,4,672,3,3
2601,4,629,4,1
2602,4,745,4,0
2603,4,652,2,0
2604,4,996,5,5
2605,4,548,5,5
2606,4,797,1,1
2607,4,831,1,1
2608,4,729,2,2
2609,4,73,3,1
2610,4,627,1,1
2611,4,707,1,0
2612,4,408,3,2
2613,4,940,1,1
2614,4,979,3,2
2615,4,826,2,2
2616,4,424,3,3
2617,4,891,1,1
2618,4,950,5,4
2619,4,12,2,0
2620,4,773,5,5
2621,4,810,3,0
2622,4,472,1,1
2623,4,689,2,2
2624,4,272,1,1
2625,4,250,3,2
2626,4,63,1,0
2627,4,889,4,2
2628,4,503,3,1
2629,4,322,4,0
